workflow,question_id,inference_latency_ms,blockchain_logging_latency_ms,confirmation_latency_ms,end_to_end_latency_ms,is_correct,confidence_score,review_flag,audit_hash_present,failed_case_type
qwen_with_blockchain_logging,medqa_00009,3053.5284683698205,22.919396056900148,387.4298875525942,3463.877751979315,1,0.47302591003880745,0,1,none
qwen_with_blockchain_logging,medqa_00010,1536.6222084714682,17.377819612053564,1019.0824822819984,2573.08251036552,0,0.6741376225429841,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00011,2071.985290840253,20.61136697049484,789.5570637066029,2882.153721517351,0,0.19683897518388066,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00012,1871.7238590674613,21.8834910971286,974.6118933452449,2868.219243509835,0,0.12835772696628983,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00013,1427.4759219187881,22.157319005693637,520.0467797140632,1969.6800206385449,0,0.40953561142533124,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00014,2598.5013608157756,22.662637111413662,603.6382144854027,3224.802212412592,0,0.32145448447860814,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00015,2166.0948293501556,16.06217847333613,517.7705186499431,2699.927526473435,0,0.1906891480808225,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00016,2215.9883498144004,26.288064202404644,544.6332606872528,2786.909674704058,0,0.6980619904087899,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00017,1818.4740503814085,13.18030267229527,886.2818854560296,2717.9362385097334,1,0.18153309680784185,0,1,none
qwen_with_blockchain_logging,medqa_00018,2429.53691214149,22.327129915124203,570.642497604857,3022.5065396614714,0,0.56367900395656,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00019,1913.8580094911429,20.365754263379152,952.7297851218902,2886.9535488764122,0,0.6719811360100321,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00020,2104.874191621781,22.39362984007664,945.7626684860512,3073.030489947909,0,0.5520534492682599,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00021,1669.5762952419163,28.792756199955413,2019.13390036624,3717.502951808112,1,0.34070321121747915,0,1,none
qwen_with_blockchain_logging,medqa_00022,1626.918616648486,26.088200558892286,433.6971248726202,2086.7039420799983,0,0.3598427096043181,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00023,3001.4038049650567,13.518748923631778,1210.3411756397738,4225.263729528462,0,0.4367899045656581,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00024,1928.7021968178888,11.801231174243384,779.6397151424026,2720.1431431345345,1,0.2685719050998497,0,1,none
qwen_with_blockchain_logging,medqa_00025,2336.2702662968536,22.078273439124207,806.5679230925113,3164.916462828489,0,0.7875470467834087,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00026,2160.722733542987,13.965900136520688,422.7000273608484,2597.388661040356,0,0.5045733089124901,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00027,1959.4770379621664,17.944262226853926,659.851148120565,2637.2724483095853,1,0.5869752749973176,0,1,none
qwen_with_blockchain_logging,medqa_00028,1928.305881926887,22.20469220538071,1134.038303108919,3084.548877241187,0,0.3002981088301863,0,1,wrong_answer
qwen_with_blockchain_logging,medqa_00029,2533.932112477421,11.934369374948773,782.102827409333,3327.9693092617026,0,0.5153436673840647,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00000,2221.106550418697,25.931889073470057,625.38975880626,2872.428198298427,0,0.42646307166070735,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00001,2031.5122482495567,16.030222031022745,609.9348650284543,2657.4773353090336,0,0.29292008022034727,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00002,2873.84026911944,21.830368465686025,1669.5655922762433,4565.23622986137,0,0.23800255202888967,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00003,2167.11990406068,19.787309053655395,1019.5440321844344,3206.4512452987697,0,0.4081846924661515,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00004,1284.606836273717,9.365023938504565,836.7281638777613,2130.7000240899824,0,0.4171843871795094,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00005,1844.9553134062273,19.162806942930462,694.5885550872813,2558.706675436439,0,0.1475875366307797,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00006,1358.0383696115564,17.726057602886897,492.76257063730503,1868.5269978517483,0,0.6492086373195687,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00007,998.2088552356623,18.378400629808905,787.6184651306882,1804.2057209961595,0,0.5456070900212484,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00008,1918.0801904376567,13.751570392289056,1202.6077556713024,3134.4395165012484,0,0.15850743317014407,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00009,2999.983632925342,16.827845698259438,680.24956016359,3697.0610387871916,1,0.47302591003880745,0,1,none
qwen_with_audit_and_human_review_flag,medqa_00010,2203.0907182975243,17.21544708383309,732.7776619945255,2953.0838273758827,0,0.6741376225429841,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00011,1644.0151290220917,24.22524599213194,734.8276882786816,2403.068063292905,0,0.19683897518388066,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00012,1738.0859874615103,19.569623116465817,852.709526426698,2610.365137004674,0,0.12835772696628983,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00013,2857.3643505802174,17.975019713883334,396.3297618713678,3271.6691321654685,0,0.40953561142533124,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00014,2262.3019538545173,26.380213944902756,730.09322668429,3018.77539448371,0,0.32145448447860814,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00015,2203.5557087362668,15.667049915829342,552.5939747592083,2771.8167334113045,0,0.1906891480808225,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00016,2150.5457338240853,16.330167786630422,1208.5357197625026,3375.411621373218,0,0.6980619904087899,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00017,2198.485098774862,11.429331676060553,573.8293702215161,2783.7438006724383,1,0.18153309680784185,1,1,none
qwen_with_audit_and_human_review_flag,medqa_00018,2642.8287089714577,26.64624444963468,1052.3410454442112,3721.8159988653033,0,0.56367900395656,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00019,2487.2274601828576,22.90728196945793,1611.7862997519599,4121.921041904276,0,0.6719811360100321,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00020,2294.0563831656423,22.636955479926115,704.8487033350373,3021.542041980606,0,0.5520534492682599,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00021,1695.985627725618,21.27635515531389,619.1776203049113,2336.439603185843,1,0.34070321121747915,0,1,none
qwen_with_audit_and_human_review_flag,medqa_00022,2462.6021428045487,18.502556372070654,884.697703566738,3365.8024027433576,0,0.3598427096043181,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00023,1848.4236045973598,18.996295618144735,810.9354271986429,2678.3553274141477,0,0.4367899045656581,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00024,2832.261279122959,16.90095468092918,519.0364624272618,3368.1986962311503,1,0.2685719050998497,1,1,none
qwen_with_audit_and_human_review_flag,medqa_00025,1605.6044205813187,17.10672483603715,998.7607187923477,2621.471864209703,0,0.7875470467834087,0,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00026,2107.5443079915012,18.246032530846218,2010.38940520792,4136.179745730267,0,0.5045733089124901,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00027,2174.4733128983225,26.267413375347225,722.6688494112632,2923.409575684933,1,0.5869752749973176,0,1,none
qwen_with_audit_and_human_review_flag,medqa_00028,1585.0842124203587,20.682619985031728,740.8566886282002,2346.623521033591,0,0.3002981088301863,1,1,wrong_answer
qwen_with_audit_and_human_review_flag,medqa_00029,3293.0877927753504,17.73884249522503,507.1881714378175,3818.014806708393,0,0.5153436673840647,0,1,wrong_answer
